2.85845	192.65
2.10132	178.539
0.904263	132.921
3.02068	195.52
3.08597	186.15
0.0128625	5.83095
10.7665	195.852
1.2814	151.914
3.37643	161.734
3.2875	207.952
9.62199	237.92
2.74093	186.542
0.57866	92.3147
10.0561	198.03
3.22061	190.914
1.20721	143.625
1.47262	177.629
3.40942	198.363
2.83001	206.499
9.98661	186.799
9.54969	184.315
3.4597	205.407
1.50259	89.0955
3.64405	157.652
1.09076	162.259
0.00178286	4.24264
1.12263	143.178
0.622232	146.369
1.01762	63.3719
3.1423	137.324
3.5002	144.395
3.503	210.428
9.79425	232.744
0.708957	127.483
9.54934	131.011
3.32558	181.235
2.08609	185.866
0.000200193	2
0.817879	118.533
2.8957	200.32
1.34573	119.13
3.2576	214.611
3.4163	207.995
1.95225	174.052
2.68719	153.388
10.4694	241.458
1.98904	208.696
3.45189	203.022
3.16797	180.222
1.92756	144.416
0.901563	158.285
1.59689	167.994
2.57845	208.825
1.46928	161.382
1.74707	218.128
2.24359	136.77
3.29858	156.314
4.03942	168.541
0.401859	163.957
0.0114544	6.63325
8.29101	166.667
3.22552	253.472
1.7576	156.032
3.16966	194.108
1.11807	112.606
0.135252	98.9444
2.58981	166.295
2.74946	189.668
3.20213	181.069
2.64869	159.719
2.86457	223.857
5.34765	165.904
0.100631	75.5116
1.08132	169.446
3.45516	204.426
3.00601	136.777
2.78743	159.85
2.08588	164.536
0.280167	83.8212
1.61383	124.097
3.44503	208.677
3.25286	214.513
3.0068	179.917
10.1593	223.897
2.64003	160.748
3.9583	186.403
3.05788	173.586
10.6718	157.016
2.91172	222.198
9.70828	213.092
3.27551	206.611
3.85096	198.151
0.652854	108.444
3.36752	233.812
9.02199	214.551
1.52243	190.021
2.72059	215.212
2.53808	99.7497
3.74591	202.874
0.56115	175.111
1.63384	171.353
2.98753	214.732
0.638558	58.4979
3.25152	198.992
3.20271	218.545
3.45027	204.181
2.86583	206.591
3.56053	193.876
2.71406	190.987
2.60225	195.187
3.86828	212.504
3.86968	198.399
1.4107	140.982
4.01656	177.634
10.3013	224.348
0.545767	120.3
1.88845	187.563
3.42887	185.925
3.99559	201.107
3.18784	189.336
0.585766	126.823
0.383428	145.479
2.68834	186.499
2.92433	178.079
3.0906	224.593
3.20254	201.638
3.71903	197.003
3.08872	180.239
2.66782	170.599
2.98202	196.474
3.07706	133.566
10.5152	212.523
2.71749	89.0169
0.179689	89.7886
3.38716	148.486
2.24995	211.4
3.58265	198.565
2.3854	175.562
3.23448	191.013
10.389	220.518
3.71789	181.626
3.4912	146.826
3.2823	209.79
0.194966	105.717
2.365	204.181
2.5753	179.944
2.23888	152.44
2.84098	173.822
3.25459	193.505
2.80419	219.048
6.29778	154.932
1.69227	157.099
1.42006	174.969
3.73865	201.42
0.62195	173.003
