MethodName	Recall	PrecisionOfApprox	RelPosError	NumCloser	ClassAccuracy	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem	MethodParams	NumData
"list of clusters"	0.8378	0.870712	1.21687	0.594	0	106.121	196279	8.11304	8.14655	3786	"bucketSize=400,maxLeavesToVisit=500"	1599000
"list of clusters"	0.8335	0.866852	1.22611	0.607	0	92.0028	168988	9.35802	9.46219	1869	"bucketSize=400,maxLeavesToVisit=429"	1599000
"list of clusters"	0.8276	0.860193	1.24082	0.643	0	77.8081	141698	11.0652	11.2846	1869	"bucketSize=400,maxLeavesToVisit=358"	1599000
"list of clusters"	0.8179	0.851837	1.26083	0.703	0	63.4871	114406	13.5611	13.9765	1869	"bucketSize=400,maxLeavesToVisit=287"	1599000
"list of clusters"	0.805	0.840978	1.28667	0.797	0	48.8758	87115	17.615	18.3551	1869	"bucketSize=400,maxLeavesToVisit=216"	1599000
"list of clusters"	0.7865	0.824654	1.32604	0.909	0	34.275	59823.3	25.1184	26.7287	1869	"bucketSize=400,maxLeavesToVisit=145"	1599000
"permutation (vptree)"	0.7841	0.825839	1.2934	0.392	0	694.477	319928	1.23975	4.998	3682	"numPivot=128,dbScanFrac=0.2,alphaLeft=3,alphaRight=3"	1599000
"permutation (vptree)"	0.7587	0.803462	1.3503	0.547	0	602.882	266628	1.42811	5.99712	1869	"numPivot=128,dbScanFrac=0.166666666666667,alphaLeft=3,alphaRight=3"	1599000
"permutation (vptree)"	0.7343	0.781399	1.41153	0.629	0	504.8	213328	1.70559	7.4955	1869	"numPivot=128,dbScanFrac=0.133333333333333,alphaLeft=3,alphaRight=3"	1599000
"permutation (vptree)"	0.7037	0.752158	1.50108	0.784	0	409.88	160028	2.10056	9.992	1869	"numPivot=128,dbScanFrac=0.1,alphaLeft=3,alphaRight=3"	1599000
"permutation (vptree)"	0.6627	0.711703	1.64734	0.992	0	310.448	106728	2.77334	14.982	1869	"numPivot=128,dbScanFrac=0.0666666666666667,alphaLeft=3,alphaRight=3"	1599000
"permutation (vptree)"	0.5849	0.6379	1.98304	2.054	0	204.151	53428	4.21734	29.9281	1869	"numPivot=128,dbScanFrac=0.0333333333333333,alphaLeft=3,alphaRight=3"	1599000
"permutation (incr. sorting)"	0.7939	0.831757	1.27702	0.376	0	474.363	319928	1.81503	4.998	2650	"numPivot=128,dbScanFrac=0.2"	1599000
"permutation (incr. sorting)"	0.7721	0.81259	1.32443	0.429	0	412.173	266628	2.08888	5.99712	1869	"numPivot=128,dbScanFrac=0.166666666666667"	1599000
"permutation (incr. sorting)"	0.7469	0.788456	1.38746	0.503	0	349.253	213328	2.4652	7.4955	1869	"numPivot=128,dbScanFrac=0.133333333333333"	1599000
"permutation (incr. sorting)"	0.709	0.755412	1.48663	0.636	0	285.42	160028	3.01653	9.992	1869	"numPivot=128,dbScanFrac=0.1"	1599000
